Name,K-8 American History
Description,"A chronological journey through American history in 214 hand-picked picture books and videos, from first contact to the present day."
Publisher,Chief Clanker
Grade Level,Any
Link,https://chiefclanker.com/american-history/

Title,Description,Action,URL
The True Story of the American Flag by Amelie von Zumbusch,"In June 1777 Congress votes the flag thirteen stripes and thirteen stars, and the banner grows with the country as each new state adds its star.",Read,https://archive.org/details/truestoryofameri0000zumb/mode/2up
The Battle of the Kegs by Francis Hopkinson,"In January 1778 patriots float gunpowder kegs down the Delaware toward the British fleet, and a signer of the Declaration mocks the panic in a ballad.",Read,https://archive.org/details/battleofkegs0000fran/mode/2up
The Story of the Bonhomme Richard by Norman Richards,"On September 23, 1779, John Paul Jones lashes his sinking flagship to the British Serapis off England's coast and fights on until the enemy strikes.",Read,https://archive.org/details/isbn_0516046020/mode/2up
If You Lived at the Time of the American Revolution by Kay Moore,"Imagine being a child between 1775 and 1783, when families had to choose among the Patriots, the Loyalists, and those trying to remain neutral.",Read,https://archive.org/details/ifyoulivedattime00moor
The Great Seal of the United States by Norman Pearl,"Adopted in June 1782 after six years of committees, the eagle with its olive branch and thirteen arrows becomes the stamp on America's most important papers.",Read,https://archive.org/details/greatsealofunite0000pear/mode/2up
The Bald Eagle by Norman Pearl,"In 1782 Congress sets the bald eagle on the Great Seal, and the fierce fishing bird of American rivers and coasts becomes the nation's living symbol.",Read,https://archive.org/details/baldeagle0000pear/mode/2up
"Shays' Rebellion by Blake Hoena, illustrated by Eduardo Garcia","In the winter of 1786-87, debt-ridden farmers led by veteran Daniel Shays take up arms against the Massachusetts courts, and a closing chapter shows how the revolt pushed the states toward a stronger Constitution.",Read,https://openlibrary.org/works/OL25448667W
Shh! We're Writing the Constitution by Jean Fritz,"See how delegates argued, compromised, and wrote the Constitution in 1787, then worked to get the states to ratify it.",Read,https://archive.org/details/shhwerewritingco0000frit_s1e9
A Picture Book of John Hancock by David A. Adler,See how a boy raised by his merchant uncle became the first man to sign the Declaration of Independence in 1776.,Read,https://openlibrary.org/works/OL121627W
A Picture Book of John and Abigail Adams by David A. Adler,John and Abigail grow from Massachusetts children into partners whose letters tell what the Revolution was like for their family in 1776.,Read,https://openlibrary.org/works/OL15047692W
A Picture Book of Benjamin Franklin by David A. Adler,"Meet a curious Boston boy who became a printer, inventor, and elder statesman at the Constitutional Convention of 1787.",Read,https://archive.org/details/picturebookofben00adle/mode/2up
If You Were There When They Signed the Constitution by Elizabeth Levy,Imagine sitting inside the Constitutional Convention of 1787 as the delegates argue over how the new government should work.,Read,https://archive.org/details/ifyouweretherewh00levy
"This Is America, Charlie Brown: The Birth of the Constitution","Charlie Brown and the gang look in on the Constitutional Convention of 1787 in Philadelphia, where the delegates argue, compromise, and frame the Constitution.",Watch,https://archive.org/details/AmericaCharlieBrown/Birth%20of%20the%20Constitution.mp4
"A More Perfect Union: The Story of Our Constitution by Betsy Maestro, illustrated by Giulio Maestro","In 1787-88 the new Constitution goes to the states one by one for approval, and supporters like Hamilton and Madison press the case until the ninth state, then wary Virginia and New York, ratify the union.",Read,https://archive.org/details/moreperfectunion00maes/mode/2up
A Picture Book of George Washington by David A. Adler,Follow a Virginia boy who became commander of the Continental Army and took office as the first president in 1789.,Read,https://archive.org/details/picturebookofgeo00adle/mode/2up
"This Is America, Charlie Brown: The Smithsonian and the Presidency","A tour of the Smithsonian and the story of the American presidency, from George Washington through the modern era.",Watch,https://archive.org/details/AmericaCharlieBrown/Smithsonian%20and%20the%20Presidency.mp4
"The Bill of Rights by Norman Pearl, illustrated by Matthew Skeens","Ratified in 1791, the first ten amendments set down the freedoms the states had demanded as the price of the Constitution, from speech and religion to a fair trial and the right to bear arms.",Read,https://archive.org/details/billofrights0000pear/mode/2up
Alexander Hamilton and the Establishment of a National Bank by PBS American Experience,"Watch how Alexander Hamilton won out over Thomas Jefferson and James Madison to establish the First Bank of the United States in 1791, the cornerstone of the new nation's financial system.",Watch,https://www.pbs.org/wgbh/americanexperience/features/hamilton-battle-over-establishment-national-bank/
An American Plague: The True and Terrifying Story of the Yellow Fever Epidemic of 1793 by Jim Murphy,"In August 1793 a fever empties Philadelphia, then the nation's capital, while Black volunteers nurse the sick and the government flees with everyone else.",Read,https://archive.org/details/americanplague00jimm/mode/2up
The Whiskey Rebellion: An Early Challenge to America's New Government by Katy Schiel,"In 1794 western Pennsylvania farmers took up arms against a federal tax on whiskey, and Washington rode out at the head of the militia, proving the young government could enforce its own laws.",Read,https://archive.org/details/whiskeyrebellion0000schi/mode/2up
Samuel Slater's Mill and the Industrial Revolution by Christopher Simonds,"A biography of Samuel Slater, the English mill worker who memorized Britain's guarded spinning-machine designs, sailed to America in 1789 defying laws that barred textile workers from emigrating, and by 1793 built the nation's first water-powered cotton mill.",Read,https://archive.org/details/samuelslatersmil0000simo/page/20/mode/2up
Mill Times: David Macaulay's PBS History Special (2001),"David Macaulay's animated and live-action special traces the textile Industrial Revolution from Manchester, England to Lowell, Massachusetts, set in a small New England mill town like the Pawtucket where Slater built America's first mill.",Watch,https://youtu.be/KLpohzAubZs
A Picture Book of Thomas Jefferson by David A. Adler,Follow a Virginia boy who became the writer of the Declaration of Independence and doubled the country's size with the Louisiana Purchase in 1803.,Read,https://archive.org/details/picturebookoftho0000adle/mode/2up
Thomas Jefferson vs. John Adams: Founding Fathers and Political Rivals by Ellis Roxburgh,"In 1800 the young republic handed power from one party to the other for the first time without a shot fired. The vicious campaign ended the long friendship between Adams and Jefferson, and a tie with Burr threw the choice to the House, which needed 36 ballots to make Jefferson president.",Read,https://archive.org/details/thomasjeffersonv0000roxb/mode/2up
"The House That George Built by Suzanne Slade, illustrated by Rebecca Bond","Begun in 1792 with Washington choosing the site and checking on every digger, sawyer and bricklayer, the President's House took eight years to rise; John Adams moved into the still-unfinished mansion in November 1800, and George himself never lived there.",Read,https://archive.org/details/housethatgeorgeb0000slad/mode/2up
"The Story of the Capitol by Marilyn Prolman, illustrated by Robert O'Malley","A design contest in 1792 chose the plan, and Congress first met in the unfinished building in 1800. British troops burned it in 1814, and it was rebuilt and finally crowned with its great iron dome during the Civil War.",Read,https://archive.org/details/storyofcapitol00prol/mode/2up
The Fidler Map | Calgary's Story by Calgary Public Library,"In 1801 the Blackfoot chief Ac ko mok ki draws the first recorded map of Blackfoot territory, named for Peter Fidler, the trader who transcribed it.",Watch,https://youtu.be/Mk8DsuE2sWo
"The 12th Amendment Explained by Civics, minus the headache","Ratified in 1804, the 12th Amendment fixed the flaw the 1800 tie had exposed, giving electors separate ballots for president and vice president so the two offices could no longer deadlock.",Watch,https://youtu.be/sRfW1hOSDFA
Aaron and Alexander: The Most Famous Duel in American History by Don Brown,"On July 11, 1804, Vice President Aaron Burr and former Treasury Secretary Alexander Hamilton row across the Hudson to Weehawken, New Jersey to settle years of rivalry with pistols, and Hamilton falls, mortally wounded.",Read,https://openlibrary.org/works/OL17725157W
A Picture Book of Sacagawea by David A. Adler,Travel with a Shoshone teenager who carried her baby and helped Lewis and Clark cross the West from 1804 to 1806.,Read,https://archive.org/details/picturebookofsac00adle/mode/2up
A Picture Book of Lewis and Clark by David A. Adler,See how two boys grew up to lead the Corps of Discovery across the continent from 1804 to 1806.,Read,https://archive.org/details/picturebookoflew00adle/mode/2up
The Nez Perce by Virginia Driving Hawk Sneve,"The Nez Perce enter written history in 1805, when Lewis and Clark, starving out of the Bitterroots, are met and fed by them on the Clearwater.",Read,https://archive.org/details/nezperce00snev/mode/2up
Lives and Times: Robert Fulton by Jennifer Blizin Gillis,"Introduces the life of Robert Fulton, including his invention of a safe and quick steamboat.",Read,https://archive.org/details/robertfulton0000gill/mode/2up
A Picture Book of Dolley and James Madison by David A. Adler,"See how James and Dolley grew up to become president and first lady, then fled Washington when British troops arrived in 1814.",Read,https://archive.org/details/picturebookofdol0000adle/mode/2up
Who Is Uncle Sam? by Taffy Jones,"Legend says soldiers in the War of 1812 saw the U.S. stamped on Sam Wilson's barrels of army beef and joked it stood for their Troy meatpacker, Uncle Sam. The nickname stuck to the whole federal government, and cartoonists later gave him his stars, stripes and beard.",Read,https://archive.org/details/whoisunclesam0000jone/mode/2up
Dolley Madison Saves George Washington by Don Brown,"On August 24, 1814, British troops marched into Washington and burned the President's House. Dolley Madison refused to flee until the portrait of George Washington was cut free and carried to safety, and the rebuilt mansion did not reopen until 1817.",Read,https://archive.org/details/dolleymadisonsav00brow/mode/2up
"By the Dawn's Early Light: The Story of the Star-Spangled Banner by Steven Kroll, illustrated by Dan Andreasen","Held aboard a British truce ship in September 1814 while negotiating a friend's release, lawyer Francis Scott Key watched the 25-hour bombardment of Fort McHenry and, when the flag still flew at dawn, wrote the verses on the back of a letter. Congress finally made his song the national anthem in 1931.",Read,https://archive.org/details/bydawnsearlyligh00krol/mode/2up
How Native American Reservations Actually Work by Versed,"In Johnson v. M'Intosh (1823) the Supreme Court ruled that discovery gave the United States ultimate title to all Native land, leaving tribes only a right of occupancy that the government could take away. That doctrine still underlies federal Indian law and the reservation system today.",Watch,https://youtu.be/MQOog5asE2c
Sequoya by Ruby Lorraine Radford,"A Cherokee silversmith who could not read any language spent a dozen years inventing a writing system for his own. He finished his syllabary of 86 characters in 1821, the Cherokee Nation formally adopted it in 1825, and within a few years most of the nation could read and write Cherokee.",Read,https://archive.org/details/sequoya0000radf/mode/2up
The Tariff of Abominations! by Mr Bacalles,"In 1828 Congress pushed duties on imported goods to nearly 50 percent, protecting Northern factories while raising prices across the agricultural South. Furious South Carolinians called it the Tariff of Abominations and claimed a state could nullify federal law, an early rehearsal of the argument that ended in secession.",Watch,https://youtu.be/UP_jhNCH8RQ
The Stourbridge Lion: America's First Locomotive by Karl R. Zimmermann,"The English-built steam locomotive that in 1829 became the first to run on rails in America, at Honesdale, Pennsylvania. Too heavy for its wooden track, it ran only a few times, but it opened the age of American railroading.",Read,https://archive.org/details/stourbridgeliona0000zimm
A Picture Book of Davy Crockett by David A. Adler,"Follow a Tennessee frontier boy who became a hunter, congressman, and defender of the Alamo in 1836.",Read,https://archive.org/details/picturebookofdav00adle/mode/2up
"This Is America, Charlie Brown: The Music and Heroes of America","A romp through American folk heroes and the songs of the country, from tall-tale legends to the music that carried the nation's story.",Watch,https://archive.org/details/AmericaCharlieBrown/Music%20and%20Heroes%20of%20America.mp4
Susanna of the Alamo: A True Story by John Jakes,"When the Alamo falls in 1836, Santa Anna frees Susanna Dickinson and her baby and sends her to Sam Houston with a warning. Her account instead fires Texan resolve.",Read,https://archive.org/details/isbn_0153329769/mode/2up
A Picture Book of Sam Houston by David A. Adler,Follow a restless Tennessee teenager who lived with the Cherokee and later led Texas to independence in 1836.,Read,https://openlibrary.org/works/OL15920847W
The Story of the Lone Star Republic by Conrad Stein,"For nine years, from 1836 to 1845, the Republic of Texas existed as an independent nation, before it joined the United States as a state.",Read,https://archive.org/details/storyoflonestarr0000conr/page/24/mode/2up
History Brief: Indian Removal by Reading Through History,"The Indian Removal Act of 1830 pushed some 60,000 people of the Cherokee, Choctaw, Chickasaw, Creek and Seminole nations off their southeastern homelands. On the Cherokee march of 1838 alone, about 4,000 of 16,000 people died on the way to Oklahoma.",Watch,https://youtu.be/T8Hd42J-tzs
Farmland Innovator: A Story About Cyrus McCormick by Catherine A. Welch,"The story of how Cyrus McCormick took up the horse-drawn reaper his father had struggled for years to perfect, made it work, and by 1840 was selling the machine that would transform the American harvest.",Read,https://archive.org/details/farmlandinnovato0000welc
Roughing It on the Oregon Trail by Diane Stanley,Time-traveling twins join a wagon train in 1843 and learn what children faced on the Oregon Trail.,Read,https://archive.org/details/roughingitonoreg0000stan
Clara Morgan and the Oregon Trail Journey by Marty Rhodes Figley,"A girl named Clara Morgan and her family endure the long, hard wagon journey west along the Oregon Trail in the 1840s.",Read,https://archive.org/details/claramorganorego0000figl/mode/2up
Texas Revolution to Mexican Cession by Mr. Patriot,"The Mexican-American War ends in 1848 with the Mexican Cession, when Mexico gives up the Southwest, from Texas to California, to the United States.",Watch,https://youtu.be/lic3tZw1iWc
California Gold Rush: Search for Treasure by Catherine E. Chambers,"In California in 1848, two brothers helping to build a sawmill for John Sutter witness the discovery of gold and decide to stake out a claim for themselves.",Read,https://archive.org/details/californiagoldru0000cham/page/16/mode/2up
Gold Fever!: Tales from the California Gold Rush by Rosalyn Schanzer,"Lighthearted illustrations and firsthand excerpts from letters, journals, and newspaper articles tell the story of the California Gold Rush of 1848.",Read,https://archive.org/details/goldfevertalesfr0000unse/mode/2up
Seneca Falls Convention of 1848 by Daily Dose Documentary,"In July 1848 some 300 reformers met in a New York chapel, where Elizabeth Cady Stanton's Declaration of Sentiments first demanded women's right to vote.",Watch,https://youtu.be/jqk8z3yAwiE
The Night the Stars Fell by Sally Crum,A book of verse on the great Leonid meteor storm of November 1833. Plains peoples marked that night in their winter counts as the year the stars fell.,Read,https://archive.org/details/nightstarsfell0000crum/mode/2up
Winter Count by US National Archives,"From about 1700 into the late 1800s, Dakota and Lakota keepers marked each year on a buffalo hide with one picture, a winter count. The 1833 Leonid meteor storm appears in nearly all of them.",Watch,https://youtu.be/_FyKslOSVAA
The Tuttle Twins Learn About the Law by Connor Boyack,"In June 1850 the French economist Frederic Bastiat published The Law, asking when law protects property and when it plunders it. The twins investigate.",Read,https://openlibrary.org/works/OL23536976W
The Tuttle Twins and the Case of the Broken Window by Connor Boyack,"From an 1850 Bastiat essay: a smashed window seems to make work, but what the repair money would have bought is lost. The twins crack the seen and unseen.",Read,https://openlibrary.org/works/OL36991345W
Oil Creek & Titusville Railroad: A Journey Through the Valley That Changed the World by Gary Joseph,"The narration played aboard the Oil Creek and Titusville Railroad, telling how the world's first oil well was drilled in the valley near Titusville, Pennsylvania in 1859 and how that discovery changed the world.",Listen,https://archive.org/details/A-Journey-Through-The-Valley-That-Changed-The-World/1+-+Southbound.mp3
Pony Express! by Steven Kroll,"The dramatic eighteen-month run of the Pony Express, whose relay of daring young horseback riders carried the mail nearly 2,000 miles from Missouri to California in about ten days, starting with the first ride in April 1860.",Read,https://archive.org/details/ponyexpress00krol/page/8/mode/2up
A Picture Book of Abraham Lincoln by David A. Adler,Follow a poor frontier boy who taught himself to read and became the president who issued the Emancipation Proclamation in 1863.,Read,https://archive.org/details/picturebookofabr00adle/mode/2up
The True Origin of the American Civil War: What Historians Get Wrong by Markets of the Past,"The war's causes ran back decades before Fort Sumter: an economy in which four million enslaved people were the country's single most valuable financial asset, and a North and South racing to control the western territories. The states-rights myth collapses in the seceding states' own declarations, which name slavery as the cause again and again.",Watch,https://youtu.be/p1FWjMlYuf4
The American Civil War Explained in 24 Minutes by Agent Flappy,"Between 1861 and 1865 eleven Southern states seceded to preserve slavery, and the war to bring them back killed more Americans than every other U.S. war combined, roughly 750,000. It ended slavery, saved the Union and cost Lincoln his life five days after the surrender.",Watch,https://youtu.be/7HjhZ1aWGlk
A Picture Book of Robert E. Lee by David A. Adler,Follow a Virginia boy from a military family who grew up to command the Confederate Army from 1862 to 1865.,Read,https://archive.org/details/picturebookofrob00adle/mode/2up
How the 13th amendment accidentally kept slavery alive. Amendment 13 explained! by Civics Review,"Ratified December 6, 1865, the 13th Amendment ends slavery in the United States, but its exception for those convicted of crimes leaves a loophole with lasting consequences.",Watch,https://youtu.be/AUyOjmqWI6w
"Reconstruction: The Good, the Bad and the Ugly by PragerU (Allen Guelzo)","From 1865 to 1877 Reconstruction began with real promise: Black men voted, held office and served in Congress. It ended as a great missed opportunity, undone by presidential weakness, Klan terror and Northern retreat, and the rights promised by the 14th and 15th Amendments went largely unenforced for nearly a century.",Watch,https://youtu.be/icOFEc5uVts
What Happened to Confederates After the Civil War? | Animated History by The Armchair Historian,"From 1865 to 1877 the nation tried to rebuild the South and define freedom for four million freed people. The 14th Amendment (1868) granted citizenship and equal protection, the 15th (1870) the vote regardless of race, and the defeated Confederates had to decide whether to accept the new order or resist it.",Watch,https://youtu.be/S66Bs8ixvdQ
"This Is America, Charlie Brown: The Building of the Transcontinental Railroad","Charlie Brown gives a presentation on how the Central Pacific built eastward from California while the Union Pacific built westward from the Missouri River, until the two lines met at Promontory Summit, Utah on May 10, 1869.",Watch,https://youtu.be/gvXfEpTWWNY?t=61
Benjamin Brown and the Great Steamboat Race by Shirley Jordan,"In 1870, a boy named Benjamin Brown witnesses the famous Mississippi River race between the steamboats Natchez and Robert E. Lee as they speed from New Orleans to St. Louis.",Read,https://archive.org/details/benjaminbrowngre0000jord/mode/2up
Yellowstone Moran: Painting the American West by Lita Judge,"Thomas Moran's grand paintings of Yellowstone help persuade Congress, and on March 1, 1872 President Grant makes it America's first national park.",Read,https://archive.org/details/yellowstonemoran0000judg/page/n35/mode/2up
"Heart on Fire: Susan B. Anthony Votes for President by Ann Malaspina, illustrated by Steve James","In November 1872 Susan B. Anthony registered and cast a ballot in Rochester, New York, and was arrested for it. At her 1873 federal trial the judge ordered the jury to find her guilty, and she told the court she would never pay a dollar of its unjust penalty. She never did.",Read,https://archive.org/details/heartonfiresusan0000mala/mode/2up
A Picture Book of Sitting Bull by David A. Adler,Follow a Lakota boy who earned his adult name through bravery and became a leader during the Battle of the Little Bighorn in 1876.,Read,https://archive.org/details/picturebookofsit00adle/mode/2up
Words Along Wires: The Story of Alexander Graham Bell by Peter Hepplewhite,"Told through the eyes of one of his students, the story of how Alexander Graham Bell taught, invented the telephone with his assistant Thomas Watson, and founded the Bell Telephone Company in 1877.",Read,https://archive.org/details/wordsalongwiress0000hepp/mode/2up
"This Is America, Charlie Brown: The Great Inventors","Snoopy and the gang meet America's great inventors, from Eli Whitney and Samuel Morse to Alexander Graham Bell and Thomas Edison, and see how their inventions changed the country.",Watch,https://archive.org/details/AmericaCharlieBrown/Great%20Inventors.mp4
A Picture Book of Thomas Alva Edison by David A. Adler,Meet a curious boy who built experiments at home and later tested thousands of materials before producing a practical electric light in 1879.,Read,https://archive.org/details/picturebookoftho00adle/mode/2up
"Oil, Steel, and Railroads: America's Big Businesses in the Late 1800s by Jesse Jarnow","A survey of America's three giant late-1800s industries: oil, organized under Rockefeller's Standard Oil in 1870; steel, poured at Carnegie's first mill in 1875; and railroads, joined coast to coast in 1869.",Read,https://archive.org/details/oilsteelrailroad0000jarn/page/n3/mode/2up
"The Statue of Liberty by Mary Firestone, illustrated by Matthew Skeens","In 1886 France's gift is unveiled in New York Harbor, and the copper woman lifting her torch becomes the first sight of America for the millions of immigrants whose ships pass her on the way to Ellis Island.",Read,https://archive.org/details/statueofliberty0000fire/mode/2up
"I Pledge Allegiance by June Swanson, illustrated by Rick Hanson","Written in 1892 by minister Francis Bellamy for a magazine campaign to put a flag in every schoolhouse, the pledge has been revised ever since: the flag got named in the 1920s, the stiff-armed salute became hand-over-heart in 1942 because it looked like the fascist salute, and Congress added under God in 1954.",Read,https://archive.org/details/ipledgeallegianc0000swan/mode/2up
Andrew Carnegie: Builder of Libraries by Charnan Simon,"The story of how Andrew Carnegie used his steel fortune to build free public libraries in Pittsburgh and many other places, aiming to improve community life.",Read,https://archive.org/details/isbn_9780613510615/mode/2up
The Inventor's Secret: What Thomas Edison Told Henry Ford by Suzanne Slade,"In 1896 a discouraged Henry Ford meets his hero Thomas Edison, whose burst of encouragement pushes him to keep building his car. The two become lifelong friends.",Read,https://archive.org/details/inventorssecretw0000slad/mode/2up
Spanish-American War | 3 Minute History by Jabzy,"In 1898 the United States defeats Spain in a swift war, freeing Cuba and taking Puerto Rico, Guam, and the Philippines, and stepping onto the world stage as a power.",Watch,https://youtu.be/SmamZOAAJ0M
"This Is America, Charlie Brown: The Wright Brothers","Charlie Brown and Linus travel to Kitty Hawk, North Carolina in 1903 and watch as Orville and Wilbur Wright make the first powered airplane flight, while the rest of the Peanuts gang helps ready the aircraft.",Watch,https://archive.org/details/AmericaCharlieBrown/Wright%20Brothers%20at%20Kitty%20Hawk.mp4
Johnny Moore and the Wright Brothers' Flying Machine by Walter A. Schulz,"A young local boy named Johnny Moore, one of only a handful of witnesses on the beach at Kitty Hawk, watches Orville and Wilbur Wright make the first powered airplane flight in December 1903.",Read,https://archive.org/details/johnnymoorewrigh0000schu/mode/2up
The Story of the FBI by Jim Hargrove,"On July 26, 1908, Attorney General Charles Bonaparte hires a small squad of detectives, named the Bureau of Investigation a year later and now the 35,000-strong FBI.",Read,https://archive.org/details/storyoffbi0000harg/mode/2up
